rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt
177,Rice,Amer,13-19,106.4445432753981,182,108.00273226523692,207,0.4583163336398601,177,14.0,18.0,4.0,14.0,4-14,0.43572250500114884,0.3132119406958903,0.5319633452723298,0.43572250500114884,0.3132119406958903,0.5319633452723298,0.8891691040110908,0.9335537082596344,105.06210316936223,107.35881923359587,105.06210316936223,107.35881923359587,109.56743586736582,111.01063720319637,113.55538145337914,112.29158707968575,0.5321318406408805,1.0,-0.12545616137542392,1276.0,1332.0,1178.1499999999999,1.0830539404999364,1.1305860883588679,0.0,0.2222222222222222,-14.036830730945441,279,358,65.6703447634454
178,Ohio,MAC,16-16,106.83115515017047,163,108.48651103964549,215,0.45590812590579055,178,16.0,16.0,10.0,8.0,10-8,0.402261848868131,0.4245370950836031,0.39084158857134815,0.402261848868131,0.4245370950836031,0.39084158857134815,0.9023902941870015,0.8860894967475014,106.02956709516393,109.7366193389754,106.02956709516393,109.7366193389754,107.02810630655432,108.1249311554371,104.61567946814083,112.78979420927054,0.29625973127610455,1.0,-0.062260577857644495,1451.0,1381.0,1301.5125000000003,1.1148567532006028,1.0610731744796917,0.0,0.5555555555555556,-11.59624508566104,232,319,70.5806860612232
179,Drexel,CAA,18-15,104.03141527129623,221,105.78064733344985,159,0.4522067097041139,179,18.0,15.0,9.0,9.0,9-9,0.3608096950024307,0.33046379070858206,0.3763744626099862,0.3608096950024307,0.33046379070858206,0.3763744626099862,0.9297393147492274,0.9319259625316031,104.74669654657475,110.15028082462187,104.74669654657475,110.15028082462187,100.16964784529654,102.57467310040309,0.0,0.0,0.0,0.0,-0.04962039711824717,1212.0,1187.0,1172.3124999999998,1.0338540278296104,1.0125286559684386,0.0,0.5,-11.585701588004902,231,294,63.20683034899848
180,Florida Gulf Coast,ASun,19-15,106.58963712882768,173,108.51923851141791,216,0.4486013228458761,180,19.0,15.0,13.0,5.0,13-5,0.3873446748191645,0.5198704524915685,0.2990461637738204,0.3873446748191645,0.5198704524915685,0.2990461637738204,0.8945726010039055,0.822671296925128,104.97253761003118,109.82925101472611,104.97253761003118,109.82925101472611,108.6838712083803,109.63481528262456,106.55714453622834,94.01979819787942,0.8083809835212372,1.0,-0.012920426668236118,1382.0,1281.0,1197.575,1.1539987057178047,1.0696616078324948,0.0,0.7222222222222222,-9.257860116531662,190,209,65.52054948303804
181,UTSA,Amer,12-19,107.09305763893965,157,109.06687525147436,236,0.44768582074851637,181,12.0,19.0,6.0,12.0,6-12,0.48793445660627177,0.4316702010537536,0.5279754154467073,0.48793445660627177,0.4316702010537536,0.5279754154467073,0.8446497240043779,0.8164222014284074,107.15373590516225,105.80973157241118,107.15373590516225,105.80973157241118,108.89787772083841,109.70619899458055,107.97209004095062,102.19780744548653,0.6529585120767436,2.0,-0.0832464193370076,1347.0,1384.0,1244.3374999999996,1.0825037419510386,1.1122384401338066,0.0,0.3333333333333333,-12.602692293466557,252,338,69.97768775066
182,Oakland,Horz,16-18,106.70717218942505,170,108.70318320674346,226,0.4469192476194376,182,16.0,18.0,11.0,9.0,11-9,0.46436211689845214,0.6383507390610584,0.37424331343235295,0.46436211689845214,0.6383507390610584,0.37424331343235295,0.8339942787522909,0.6569543092179171,107.4003723212517,107.76987709847967,107.4003723212517,107.76987709847967,106.57259608134886,110.0707128733615,96.61593947606102,106.14846775388294,0.2531101895615445,5.0,-0.018298147540083687,1444.0,1425.0,1314.3125,1.0986732607351752,1.0842170336202388,0.0,0.55,-10.778325687093474,213,224,63.877601239882694
183,South Carolina St.,MEAC,20-13,102.64080502473405,243,104.57063192381884,129,0.44665069593135526,183,20.0,13.0,11.0,3.0,11-3,0.283581395635768,0.3809609142609278,0.18596995749194206,0.283581395635768,0.3809609142609278,0.18596995749194206,0.9120820824054379,0.85241753192069,102.5207505913468,111.59134385773723,102.5207505913468,111.59134385773723,105.09192078572445,106.69681301344646,107.96236346700576,92.13191739692951,0.8609801019996918,2.0,-0.06306429547789594,1164.0,1007.0,1021.025,1.1400308513503588,0.9862638035307657,0.0,0.7857142857142857,-9.154434849890844,184,321,69.42661809562848
184,Miami FL,ACC,7-24,112.6069889685676,76,114.73906450772299,323,0.44628242396051654,184,7.0,24.0,3.0,17.0,3-17,0.635397425564301,0.47812549300643387,0.7218969884711279,0.635397425564301,0.47812549300643387,0.7218969884711279,0.7272640943787678,0.8010954331230562,109.87103514575605,102.55953480280483,109.87103514575605,102.55953480280483,109.65458038661997,115.04725656448504,111.8983707955261,107.75281390841765,0.6068615741333644,8.0,-0.12031071432099147,1405.0,1677.0,1366.5249999999999,1.0281553575675528,1.22720038052725,0.0,0.15,-13.540408439206768,271,356,67.70540955186233
185,Eastern Kentucky,ASun,18-14,109.26390995801452,117,111.35521939595885,268,0.44570744036675186,185,18.0,14.0,12.0,6.0,12-6,0.3824276278000232,0.4659042570031256,0.31796612726920953,0.3824276278000232,0.4659042570031256,0.31796612726920953,0.8768178642044553,0.8018961576825306,105.10100388059683,109.31925203446521,105.10100388059683,109.31925203446521,106.73353524403842,112.11223859331339,116.04278123619358,102.17406448760067,0.8121028284257329,2.0,-0.010213021020387014,1424.0,1352.0,1253.05,1.1364271178324887,1.0789673197398348,0.0,0.6666666666666666,-8.825729947418926,178,203,67.8453425091575
186,Montana St.,BSky,15-18,104.89548226974154,210,107.010788982429,185,0.4428508476780464,186,15.0,18.0,9.0,9.0,9-9,0.44005708823304485,0.5361604775791471,0.3633027632941013,0.44005708823304485,0.5361604775791471,0.3633027632941013,0.860947509523573,0.7701646360349647,106.18576844621182,107.74572029559198,106.18576844621182,107.74572029559198,103.83690208458188,108.08576924943182,107.21261345002071,104.59662873675474,0.5705461339833799,3.0,-0.055663078726720217,1279.0,1241.0,1182.6125,1.081503873838641,1.0493716242640765,0.0,0.5,-11.941077009008604,238,309,66.19962903200582
187,East Carolina,Amer,19-14,106.53353460319858,174,108.7003619737658,225,0.442368264113145,187,19.0,14.0,10.0,8.0,10-8,0.44803397824584673,0.3432632990099048,0.5106610359774898,0.44803397824584673,0.3432632990099048,0.5106610359774898,0.8890471355872648,0.920195562882352,106.6855069830311,107.88692270606967,106.6855069830311,107.88692270606967,106.9626780440497,108.6281644700062,97.93565524899269,94.76492235500243,0.5935066009635126,1.0,0.057606326332432345,1351.0,1358.0,1243.5375000000001,1.08641677472533,1.0920458771850465,0.0,0.5555555555555556,-8.862990011985273,180,46,66.74144193138396
188,Cal Poly,BW,16-19,108.88869788070187,124,111.1481056232908,266,0.4412280415195136,188,16.0,19.0,8.0,12.0,8-12,0.4760774666005939,0.5380415931178691,0.4347407011514089,0.4760774666005939,0.5380415931178691,0.4347407011514089,0.8440388794793655,0.7746423835598687,105.38785272222445,105.73361068152916,105.38785272222445,105.73361068152916,104.83395630149703,110.22002568893997,114.04780747812096,111.69339539930341,0.5596869608397557,2.0,-0.01675733922968431,1595.0,1625.0,1509.4750000000004,1.0566587720896337,1.0765332317527614,0.0,0.4,-11.750694826463128,236,216,74.71487086115647
189,Illinois Chicago,MVC,18-14,105.6600756541558,196,107.85723940406317,202,0.44110320539646847,189,18.0,14.0,10.0,10.0,10-10,0.48564904299657885,0.3893391301997072,0.5427836668785826,0.48564904299657885,0.3893391301997072,0.5427836668785826,0.8621448579097941,0.8858416354624922,107.19457708927854,105.43902924218591,107.19457708927854,105.43902924218591,108.3469553751377,108.87199809193356,107.8151020875696,114.52179510892279,0.3331449003756211,2.0,0.09301874841845609,1477.0,1496.0,1371.0374999999997,1.0772863616057184,1.091144480001459,0.0,0.5,-7.963731156233812,159,18,69.30037273453324
190,Portland St.,BSky,19-13,100.83776379533222,279,103.07637374061426,103,0.4372061148564069,190,19.0,13.0,11.0,7.0,11-7,0.35426627722015347,0.3440019299374325,0.3639167264143028,0.35426627722015347,0.3440019299374325,0.3639167264143028,0.9186375195303578,0.9099010023731219,105.54540001069137,110.27553425156626,105.54540001069137,110.27553425156626,100.62969178524656,99.43261294768972,0.0,0.0,0.0,0.0,0.007608386258566857,1264.0,1184.0,1207.5249999999999,1.0467692180286123,0.9805180016976875,0.0,0.6111111111111112,-9.250828689521866,188,157,68.46778473055569
191,Central Connecticut,NEC,25-7,99.25595739664408,306,101.71629160327973,90,0.4300655482865238,191,25.0,7.0,14.0,2.0,14-2,0.23947910316807286,0.34127582661971423,0.17451373548707386,0.23947910316807286,0.34127582661971423,0.17451373548707386,0.9477933530725468,0.9076021183563763,100.53397743627335,111.8236814843009,100.53397743627335,111.8236814843009,100.85793042869264,102.53647994701478,0.0,0.0,0.0,0.0,0.07527654000736339,1154.0,967.0,1051.8124999999998,1.0971537227405077,0.9193653811872365,0.0,0.875,-4.6021714854324065,102,31,65.82367127402476
192,Wyoming,MWC,12-20,103.10746931852638,238,105.74572632947229,158,0.4278682350576617,192,12.0,20.0,5.0,15.0,5-15,0.5675315009202507,0.40046773665534247,0.6627970813523524,0.5675315009202507,0.40046773665534247,0.6627970813523524,0.7759147914977708,0.8310557349709154,109.21172686238353,104.63726441933089,109.21172686238353,104.63726441933089,103.81499948516236,106.0754347857287,99.25425077274633,105.04252223642825,0.3425782416157915,7.0,-0.01722739366577719,1271.0,1424.0,1289.8375,0.9853954471008944,1.1040150406543459,0.0,0.25,-10.911818871068224,215,218,64.7925882735554
193,Northeastern,CAA,17-15,104.13055740332103,219,106.84649092426847,180,0.42651158925375254,193,17.0,15.0,9.0,9.0,9-9,0.3823083470558332,0.381820352615616,0.38125833534543224,0.3823083470558332,0.381820352615616,0.38125833534543224,0.9121586262574135,0.9019362778480964,103.44046776660583,108.18715567262265,103.44046776660583,108.18715567262265,104.6802053799554,108.12920606422439,115.3821107206126,115.89883340687659,0.48715628395233757,1.0,-0.016447926225452436,1254.0,1265.0,1188.5875,1.0550338111413757,1.0642884936952475,0.0,0.5,-11.021764747416096,219,213,67.73131054342915
194,Norfolk St.,MEAC,24-11,106.83305094305402,162,109.72031491699074,248,0.4239271006131161,194,24.0,11.0,11.0,3.0,11-3,0.3327111449288227,0.4329589897296155,0.18914824287836832,0.3327111449288227,0.4329589897296155,0.18914824287836832,0.8727485705291859,0.8172079423213037,103.7899338421062,109.6495740940862,103.7899338421062,109.6495740940862,107.43283663710919,111.77915383224409,109.67332723226158,110.99090551101239,0.46572040746540905,3.0,0.07710985219171895,1135.0,1009.0,980.3375,1.1577645453734047,1.029237379983934,0.0,0.7857142857142857,-5.290545724227644,116,28,66.53282168516779
195,Southeast Missouri St.,OVC,21-12,101.74608047833567,263,104.52029059546331,127,0.4232708260534173,195,21.0,12.0,15.0,5.0,15-5,0.29698236134358974,0.3909963628310173,0.24103158437456346,0.29698236134358974,0.3909963628310173,0.24103158437456346,0.9254108487646607,0.859285509094025,101.73206036560347,109.02612016424746,101.73206036560347,109.02612016424746,104.04694736584436,106.37538221643615,112.31394029410008,101.64930974537806,0.7590258644309604,1.0,-0.00497054972421318,1490.0,1336.0,1369.9125000000004,1.0876607082569139,0.9752447692827094,0.0,0.75,-8.593989906265248,173,189,69.1276081610855
196,Indiana St.,MVC,14-18,109.2008360710645,120,112.1958331433407,290,0.42283234054948127,196,14.0,18.0,8.0,12.0,8-12,0.47426313920486723,0.3367213565380089,0.5503105315452488,0.47426313920486723,0.3367213565380089,0.5503105315452488,0.8631319656138827,0.8930656450354405,106.38241588244622,106.08607149603164,106.38241588244622,106.08607149603164,108.61155446091455,110.86261003328825,117.02964961229604,113.0581043586481,0.597976879197085,2.0,-0.029163149424655477,1546.0,1612.0,1437.8999999999999,1.0751790806036583,1.1210793518325337,0.0,0.4,-12.036872053551924,241,248,72.5850381334329
197,Merrimack,MAAC,18-15,98.66317260941415,315,101.50296186584802,86,0.41913468372168716,197,18.0,15.0,14.0,6.0,14-6,0.37132136312660985,0.5990231885006527,0.2513049321016023,0.37132136312660985,0.5990231885006527,0.2513049321016023,0.8800844011968167,0.7269472248711016,104.00774978832013,109.30753711262138,104.00774978832013,109.30753711262138,99.05380732327636,101.24233759765782,99.75012537223922,97.86875457308601,0.5545250985696367,2.0,-0.01603542332760466,1359.0,1234.0,1297.5625,1.047348393622658,0.9510139203313905,0.0,0.7,-9.830890234184764,197,212,64.71049364046885
198,Brown,Ivy,14-13,102.53544109101088,245,105.60064558475625,153,0.4161146648539954,198,14.0,13.0,6.0,8.0,6-8,0.3933898054412906,0.3591451080776021,0.42518845299328706,0.3933898054412906,0.3591451080776021,0.42518845299328706,0.8742425104344506,0.8498826973109755,105.44863267138031,109.17444360780338,105.44863267138031,109.17444360780338,102.32182865732541,106.31318259737226,94.97990745002531,105.85098554370859,0.22335519450627475,2.0,-0.027293537648399924,997.0,1021.0,955.9499999999999,1.0429415764422827,1.0680474920236416,0.0,0.42857142857142855,-8.59920319721148,174,245,66.06260981270324
199,Abilene Christian,WAC,16-16,98.26284604852742,322,101.29445240766714,84,0.4135194309989534,199,16.0,16.0,8.0,8.0,8-8,0.4226591103494174,0.41839098572633837,0.4188137220062899,0.4226591103494174,0.41839098572633837,0.4188137220062899,0.8689426535027232,0.8355050200501443,104.15014778278193,105.19275646670307,104.15014778278193,105.19275646670307,97.42238396556642,99.87075524244285,95.42545595303795,115.23176549093071,0.10257817068881257,2.0,-0.011560468065742957,1096.0,1108.0,1141.3374999999999,0.9602768681481159,0.9707908484563068,0.0,0.5,-10.426417716748377,207,206,69.42052738082789
200,Pepperdine,WCC,13-22,106.71472764557657,169,110.00919820791482,252,0.4134660226182043,200,13.0,22.0,4.0,14.0,4-14,0.5322404095793217,0.3958517708510229,0.5947922920689953,0.5322404095793217,0.3958517708510229,0.5947922920689953,0.7816337831460659,0.8455605892277276,108.00961706715984,105.17687910899066,108.00961706715984,105.17687910899066,105.73596457841545,111.10889070771556,104.15057119265535,107.9667783288872,0.39799218039442674,9.0,-0.04800151871086622,1287.0,1474.0,1261.3374999999999,1.020345466617777,1.1686007908271974,0.0,0.2222222222222222,-12.375178554309946,244,291,69.32660927822334
201,Missouri St.,MVC,9-23,102.17724678768899,253,105.39456223410622,147,0.41180144183418665,201,9.0,23.0,2.0,18.0,2-18,0.4951920468605481,0.41310409566494055,0.5347765244345342,0.4951920468605481,0.41310409566494055,0.5347765244345342,0.861893796295757,0.8848505680438555,108.64342538879191,107.27997558143527,108.64342538879191,107.27997558143527,102.40183604953029,107.11357650878217,117.93187868128939,104.0847275814616,0.8078921876074664,1.0,-0.15679252438201108,1298.0,1416.0,1289.0500000000002,1.0069430976300375,1.0984833792327682,0.0,0.1,-16.909963458706752,326,361,64.03828322343222
202,Southeastern Louisiana,Slnd,18-14,104.61253293643372,213,108.00405903226145,208,0.40928724422439405,202,18.0,14.0,12.0,8.0,12-8,0.40318664090829864,0.3689999480386645,0.42250850268703377,0.40318664090829864,0.3689999480386645,0.42250850268703377,0.8878886433213795,0.8679031777718849,104.92262497895857,107.59190320306989,104.92262497895857,107.59190320306989,106.34369446561678,109.58322708932549,87.20573501449044,101.98369863331604,0.14182146434776863,2.0,0.04957062190558059,1456.0,1420.0,1344.8500000000004,1.0826486225229577,1.0558798379001373,0.0,0.6,-9.096709069011743,182,63,67.18480146545654
203,Youngstown St.,Horz,21-13,102.6406069896779,244,105.9897439113255,163,0.40872224886464653,203,21.0,13.0,13.0,7.0,13-7,0.3631268220136706,0.3009754970804755,0.37798415684503256,0.3631268220136706,0.3009754970804755,0.37798415684503256,0.9128214522055591,0.8999494857374027,105.02490488822424,110.02452150160309,105.02490488822424,110.02452150160309,105.72163703750432,106.18260038891101,77.6954269937662,100.15982712320923,0.05114147129441996,1.0,0.05509810539176907,1533.0,1451.0,1394.7624999999998,1.0991118559611406,1.0403204846703293,0.0,0.65,-8.845476246459283,179,52,69.46027314823746
204,Hampton,CAA,17-16,103.61312609566974,224,107.03905946924814,188,0.4075524855432912,204,17.0,16.0,8.0,10.0,8-10,0.3899163170116125,0.3666325397735339,0.3905424927192656,0.3899163170116125,0.3666325397735339,0.3905424927192656,0.9027031932625068,0.8900769339341389,105.85143184025769,108.97512319107176,105.85143184025769,108.97512319107176,103.53807567796304,107.31172666219872,104.54138490140195,113.07831330762639,0.28849137417813314,1.0,-0.019198098782350015,1266.0,1270.0,1199.4249999999997,1.05550576317819,1.058840694499448,0.0,0.4444444444444444,-11.457821046913118,228,227,65.75405390460485
205,Texas St.,SB,16-16,108.57298594812224,131,112.18698310990717,289,0.40695686406379766,205,16.0,16.0,9.0,9.0,9-9,0.40208853119292287,0.40134703122932,0.41217029992134474,0.40208853119292287,0.40134703122932,0.41217029992134474,0.8976938198405628,0.8914297358836845,103.98611707357298,107.10513316324368,103.98611707357298,107.10513316324368,110.26769592430288,114.05961533342072,0.0,0.0,0.0,0.0,-0.021914030337366497,1390.0,1373.0,1246.4125000000001,1.1152006257960345,1.1015614814517665,0.0,0.5,-11.399428579220682,225,235,66.25759518126075
206,UT Rio Grande Valley,Slnd,16-15,105.57422306943681,198,109.23918886224442,238,0.40312891817126434,206,16.0,15.0,8.0,12.0,8-12,0.38644848594326964,0.3094861771565849,0.4287777557759462,0.38644848594326964,0.3094861771565849,0.4287777557759462,0.8672934571308367,0.8216727483449372,104.97398671964038,106.91400312916215,104.97398671964038,106.91400312916215,103.42692635691114,110.10826610224875,114.26917944240955,107.46321650246017,0.6695598760287749,4.0,-0.0344955656929401,1421.0,1517.0,1392.4375,1.0205125903317025,1.089456438798869,0.0,0.4,-9.705350082613503,196,270,70.74913554286816
207,Valparaiso,MVC,15-19,105.94625988044834,192,109.65439456582084,244,0.40236560613005945,207,15.0,19.0,6.0,14.0,6-14,0.4817947680545975,0.35139689193576656,0.5354033425337368,0.4817947680545975,0.35139689193576656,0.5354033425337368,0.8595681591055279,0.8782245188213559,106.48527455105263,105.86970158528386,106.48527455105263,105.86970158528386,105.24281041533867,110.88334947214685,116.20546132626036,116.13717246581983,0.5016900017750433,2.0,-0.007830575836298814,1438.0,1536.0,1377.8875,1.0436265660295199,1.1147499342290281,0.0,0.3,-12.505885001166014,247,197,68.17118098492084
208,Queens,ASun,20-15,106.67596572892114,171,110.60791680963571,261,0.39741407357072717,208,20.0,15.0,11.0,7.0,11-7,0.37522488805184273,0.40768277544305004,0.32092076801697406,0.37522488805184273,0.40768277544305004,0.32092076801697406,0.8787973056127976,0.8154873480513012,105.06121648115051,109.58337436034165,105.06121648115051,109.58337436034165,107.26792344944774,110.238344941107,92.81675004866175,102.48653096266459,0.24237562055827108,2.0,0.026656786453605585,1416.0,1344.0,1248.225,1.134410863426065,1.076728955116265,0.0,0.6111111111111112,-8.668619917030853,175,112,68.68425668342901
209,Wright St.,Horz,15-18,109.24320587086906,118,113.35466337667276,310,0.3953529344369758,209,15.0,18.0,8.0,12.0,8-12,0.387199589624757,0.40016487483794516,0.37929496991329725,0.387199589624757,0.40016487483794516,0.37929496991329725,0.8992691201441482,0.8623960522020091,105.73291008205506,109.42769875028519,105.73291008205506,109.42769875028519,107.64925516766145,112.38171019893159,95.610879314048,114.97538338568668,0.10707610681839624,1.0,-0.07091934522425863,1524.0,1545.0,1385.05,1.100321288040143,1.115483195552507,0.0,0.4,-13.433458604890982,267,324,67.62150564146305
210,Princeton,Ivy,19-11,103.55072437663645,225,107.46871525279258,191,0.3948215906968169,210,19.0,11.0,8.0,6.0,8-6,0.44568798881474325,0.44244857936311693,0.42817039214616154,0.44568798881474325,0.44244857936311693,0.42817039214616154,0.8865451005949608,0.8861923611511882,106.91155767314113,107.86598421498277,106.91155767314113,107.86598421498277,102.12187882190226,108.97163054540121,0.0,0.0,0.0,0.0,0.16292942688921253,984.0,1023.0,943.1875,1.043270823669737,1.0846199721688423,0.0,0.5714285714285714,-6.212043711398019,129,2,66.93903017401219
211,Northwestern St.,Slnd,16-16,102.96013161410363,242,106.91234001439742,184,0.3933683889832385,211,16.0,16.0,12.0,8.0,12-8,0.4700750733763292,0.5335607752203245,0.41632460662926085,0.4700750733763292,0.5335607752203245,0.41632460662926085,0.8369956094131727,0.7330222647257166,106.44944148264436,105.87915101667434,106.44944148264436,105.87915101667434,102.81030919047791,106.7610940592584,96.16510631534706,100.68973126529735,0.3708111918574683,4.0,0.05041407865072928,1328.0,1327.0,1288.1625000000001,1.0309258342794483,1.0301495347054428,0.0,0.6,-9.211380283535757,186,60,64.06303748531494
212,Incarnate Word,Slnd,19-17,107.28345252716426,155,111.42457398711473,271,0.3928030269104676,212,19.0,17.0,9.0,11.0,9-11,0.36091654113458804,0.25877779815955076,0.39616776470881476,0.36091654113458804,0.25877779815955076,0.39616776470881476,0.8962340002890825,0.870815250317622,104.0991433943755,107.87133622970865,104.0991433943755,107.87133622970865,105.09917247947878,111.39028681845221,109.66037340819565,98.95045422900384,0.7652787209150764,2.0,-0.029334538025902468,1353.0,1372.0,1281.4624999999999,1.055824887579621,1.0706516967917517,0.0,0.45,-11.43330741800083,226,250,64.84705195088387
213,Southern,SWAC,20-12,98.93360777684256,310,102.78589165265102,98,0.3919102273922168,213,20.0,12.0,15.0,3.0,15-3,0.3192448151643799,0.5295028949950186,0.17457362360398776,0.3192448151643799,0.5295028949950186,0.17457362360398776,0.8758791752572928,0.732883357067555,101.96898811351778,108.96479054752093,101.96898811351778,108.96479054752093,100.69837007446777,101.54250877981094,87.07250659274109,96.02580720946366,0.24497925405670667,4.0,0.021771525613523135,1338.0,1169.0,1263.8749999999998,1.058648996142815,0.9249332410246268,0.0,0.8333333333333334,-6.978141903834587,141,127,68.64764365737089
214,South Florida,Amer,13-19,102.18834835584823,251,106.18032120982288,164,0.3915758567704155,214,13.0,19.0,6.0,12.0,6-12,0.49212611390618277,0.3943887858543731,0.5589193317440763,0.49212611390618277,0.3943887858543731,0.5589193317440763,0.8446630417966773,0.8387659854254146,107.99402862530341,107.75965472447548,107.99402862530341,107.75965472447548,101.95492387724411,104.92384680099471,112.8275308965947,104.78547876450484,0.7006446543578049,3.0,-0.02490205402707013,1289.0,1347.0,1256.8625000000002,1.0255696227709872,1.0717162776357794,0.0,0.3333333333333333,-12.39748313585543,245,241,68.56216324692892
215,Idaho St.,BSky,15-15,105.81761080177242,193,109.9563725110213,250,0.391450969641553,215,15.0,15.0,10.0,8.0,10-8,0.376004162419912,0.38155455714338865,0.36889854979866465,0.376004162419912,0.38155455714338865,0.36889854979866465,0.885876875620228,0.8245013917090239,105.56003476707737,108.8212937431202,105.56003476707737,108.8212937431202,108.76524525930836,111.50808055903333,117.2846420040125,110.44419599521399,0.6662059204764367,2.0,-0.040465575856358904,1356.0,1306.0,1202.375,1.127767959247323,1.0861835949682919,0.0,0.5555555555555556,-10.461786563322697,208,279,66.12381916499146
216,Quinnipiac,MAAC,20-13,102.03765523654963,258,106.20453506927466,167,0.38691790446578644,216,20.0,13.0,15.0,5.0,15-5,0.3197149193623709,0.4111207033230491,0.27428233480576164,0.3197149193623709,0.4111207033230491,0.27428233480576164,0.9158240877422291,0.8431672006011378,101.79010116820608,108.87778823253899,101.79010116820608,108.87778823253899,101.01842516097759,103.05076588666793,118.86480599950762,106.72278971907392,0.7754157583677515,1.0,0.02567895580027868,1515.0,1392.0,1443.3875000000003,1.0496141888439519,0.964397987373453,0.0,0.75,-9.232671800240734,187,117,71.78131785689283
217,Jacksonville,ASun,19-14,100.9518299406018,275,105.1565117077406,141,0.38478830629450583,217,19.0,14.0,12.0,6.0,12-6,0.39566756364329475,0.4975749012914214,0.3138646189454733,0.39566756364329475,0.4975749012914214,0.3138646189454733,0.8723257433030958,0.7737672932945435,106.9126182607376,110.21315403594748,106.9126182607376,110.21315403594748,101.03899413376612,103.3713102908232,99.49670852040896,113.95056656504455,0.17366646586312695,2.0,0.05716667453496538,1318.0,1232.0,1220.2000000000003,1.0801507949516471,1.0096705458121618,0.0,0.6666666666666666,-7.618194682295768,152,47,67.7762620835537
218,Bucknell,Pat,18-15,103.42814978121065,230,107.78692155824575,199,0.38350196842076684,218,18.0,15.0,13.0,5.0,13-5,0.33082500935202525,0.49545692726245555,0.22939572428178023,0.33082500935202525,0.49545692726245555,0.22939572428178023,0.8843809835389164,0.7601964292325406,103.48036473748515,109.98711896482634,103.48036473748515,109.98711896482634,107.10600289445573,108.14470672665847,100.42169044675792,103.26810348248955,0.4203275829111383,3.0,-0.03783108757127751,1385.0,1266.0,1232.3,1.123914631177473,1.0273472368741379,0.0,0.7222222222222222,-10.269273134900173,205,273,67.76331397018907
219,La Salle,A10,14-19,103.37494326087659,231,107.74820439902598,198,0.38307981633263816,219,14.0,19.0,5.0,13.0,5-13,0.520132666284047,0.4305740921443879,0.5819891942826259,0.520132666284047,0.4305740921443879,0.5819891942826259,0.8349014633051541,0.8631615176077827,107.03713505804551,105.3593062228027,107.03713505804551,105.3593062228027,101.6925474931557,108.62808577472758,104.40907247239716,109.40894512154954,0.36867043286260776,3.0,0.022773568798495403,1205.0,1365.0,1232.5749999999998,0.9776281362188914,1.1074376812770015,0.0,0.2777777777777778,-11.748779478539458,235,125,68.93672110260619
220,Central Michigan,MAC,14-17,105.01289859599368,207,109.51888745497409,242,0.38150642400319384,220,14.0,17.0,7.0,11.0,7-11,0.39240781249035,0.4567609387923556,0.3459305546055684,0.39240781249035,0.4567609387923556,0.3459305546055684,0.8589983711247787,0.7701671689457577,106.42125562742595,108.20219484386814,106.42125562742595,108.20219484386814,105.15563058368859,110.85743752680044,91.31497438576618,102.28653358360806,0.21335371679571333,3.0,-0.07584379739025665,1357.0,1318.0,1236.5875,1.0973748319467889,1.0658364248385173,0.0,0.3888888888888889,-11.368411664102608,224,331,67.46848292676458
221,Seton Hall,BE,7-25,97.33596646903875,331,101.58569153250949,88,0.3795538174285068,221,7.0,25.0,2.0,18.0,2-18,0.6844751538776033,0.4672897038563147,0.7960387368465728,0.6844751538776033,0.4672897038563147,0.7960387368465728,0.7058840760811715,0.8406282617310974,111.64278473773597,102.66895754040492,111.64278473773597,102.66895754040492,99.96818402330928,105.47107295560627,99.96556819332119,103.21080049012022,0.409169787152412,12.0,-0.04271966544287931,1251.0,1519.0,1329.6125000000002,0.9408756310579209,1.1424381163684907,0.0,0.1,-13.15188481607408,263,287,64.6677880866395
222,William & Mary,CAA,17-15,106.76605992166108,166,111.47499486959254,272,0.3784005734532656,222,17.0,15.0,11.0,7.0,11-7,0.39103056233660655,0.3805270416537182,0.40040761292443716,0.39103056233660655,0.3805270416537182,0.40040761292443716,0.9007453212869563,0.8774895288086366,104.9959750684329,108.3135259143731,104.9959750684329,108.3135259143731,105.72290740059955,109.2218033980587,110.31481298649281,108.38263547650169,0.550628092896908,1.0,0.026974281672933365,1327.0,1337.0,1249.0500000000002,1.0624074296465311,1.0704135142708457,0.0,0.6111111111111112,-10.584742617926352,211,110,71.68071916107456
223,Massachusetts,A10,12-20,101.5373394236656,266,106.42074224186904,169,0.3681411016767394,223,12.0,20.0,7.0,11.0,7-11,0.5032134587860613,0.4040581473545431,0.5814997193996856,0.5032134587860613,0.4040581473545431,0.5814997193996856,0.8487116226122126,0.8798461454269838,105.96870797049206,105.24586334326372,105.96870797049206,105.24586334326372,102.21563496406218,104.56090242405287,100.78753886369488,107.6474269698298,0.31924669257839544,2.0,-0.031784166624118204,1295.0,1349.0,1284.7375,1.0079880131155197,1.0500199457087538,0.0,0.3888888888888889,-13.51235866406834,269,258,70.62911831721118
